jobid,emailid,business_unit_id,fromname,fromemail,schedtime,pickuptime,deliveredtime,eventid,ismultipart,jobtype,jobstatus,modifiedby,modifieddate,emailname,emailsubject,iswrapped,category,bccemail,createddate,ipaddress,salesforcetotalsubscribercount,salesforceerrorsubscribercount,sendtype,dynamicemailsubject,suppresstracking,sendclassificationtype,sendclassification,resolvelinkswithcurrentdata,emailsenddefinition,deduplicatebyemail,triggerersenddefinitionobjectid,triggeredsendcustomerkey,datekey,hour
4303,682,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 13:14:00.0,2020-04-20 13:15:00.0,,,true,,New,0,2020-04-20 13:14:48.843,Purchase_Withdrawn_04_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '484')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-20 13:14:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,91CAFE19-3B83-EA11-A2EB-1402EC8CA195,1293,2020-04-20,14
4304,694,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 13:14:00.0,2020-04-20 13:15:00.0,,,true,,New,0,2020-04-20 13:14:48.843,Purchase_Withdrawn_05_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '485')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-20 13:14:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,95CAFE19-3B83-EA11-A2EB-1402EC8CA195,1294,2020-04-20,14
4305,702,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 13:14:00.0,2020-04-20 13:15:00.0,,,true,,New,0,2020-04-20 13:14:48.86,Purchase_Withdrawn_06_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '486')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-20 13:14:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,9ECAFE19-3B83-EA11-A2EB-1402EC8CA195,1295,2020-04-20,14
4306,675,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 13:14:00.0,2020-04-20 13:15:00.0,,,true,,New,0,2020-04-20 13:14:48.843,Purchase_Withdrawn_06,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '445')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-20 13:14:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,CEA63220-3B83-EA11-A2EB-1402EC8CA195,1296,2020-04-20,14
4315,696,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 14:50:00.0,2020-04-20 14:51:00.0,,,true,,New,0,2020-04-20 14:51:18.113,OVE_WrittenInitial_PostVerbal,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '269')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 14:50:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,D84C14A5-6531-EA11-A2E7-1402EC8CA2C1,OVE_WrittenInitial_PostVerbal,2020-04-20,15
4319,697,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:06:00.0,2020-04-20 15:07:00.0,,,true,,New,0,2020-04-20 15:07:14.297,OVE_WrittenInitial,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '268')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:06:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,E2A6359D-6531-EA11-A2E7-1402EC8CA2C1,OVE_WrittenInitial,2020-04-20,15
4320,695,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:07:00.0,2020-04-20 15:08:00.0,,,true,,New,0,2020-04-20 15:07:44.967,OVE_WrittenFollowup,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '267')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:07:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,943D3395-6531-EA11-A2E7-1402EC8CA2C1,OVE_WrittenFollowup,2020-04-20,15
4321,698,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:07:00.0,2020-04-20 15:08:00.0,,,true,,New,0,2020-04-20 15:07:45.123,OVE_VerbalInitial,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '266')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:07:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,901B158C-6531-EA11-A2E7-1402EC8CA2C1,OVE_VerbalInitial,2020-04-20,15
4322,699,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:08:00.0,,,,true,,New,0,2020-04-20 15:07:37.953,OVE_VerbalFollowup,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '265')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:08:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,47CA3E80-6531-EA11-A2E7-1402EC8CA2C1,OVE_VerbalFollowup,2020-04-20,15
4323,699,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:08:00.0,,,,true,,New,0,2020-04-20 15:07:44.937,OVE_VerbalFollowup,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '265')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:08:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,47CA3E80-6531-EA11-A2E7-1402EC8CA2C1,OVE_VerbalFollowup,2020-04-20,15
4324,700,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-20 15:08:00.0,2020-04-20 15:09:00.0,,,true,,New,0,2020-04-20 15:09:16.53,OVE_ReCertInitial,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '264')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-20 15:08:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,36DE9777-6531-EA11-A2E7-1402EC8CA2C1,OVE_ReCertInitial,2020-04-20,16
4214,542,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 07:34:00.0,2020-04-20 07:35:00.0,2020-04-20 07:35:00.0,,true,,New,0,2020-04-20 07:34:37.927,Test_Purchase_Withdrawn_01_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '481')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 07:34:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,8
4215,662,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 07:38:00.0,2020-04-20 07:39:00.0,2020-04-20 07:39:00.0,,true,,New,0,2020-04-20 07:38:38.127,Test_Purchase_Withdrawn_02_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '483')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 07:38:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,8
4216,694,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 07:42:00.0,2020-04-20 07:43:00.0,2020-04-20 07:43:00.0,,true,,New,0,2020-04-20 07:42:36.6,Purchase_Withdrawn_05_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '485')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 07:42:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,8
4217,642,100028400,Quicken Loans,marketingcloudadmins@quickenloans.com,2020-04-20 08:05:00.0,2020-04-20 08:06:00.0,2020-04-20 08:06:00.0,,true,MULTIPLE_SEND,New,0,2020-04-20 08:05:38.81,ELCS_A2C_Relocation_Email1,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '97')=%%                                                                                                                                     ",true,my tracking,,2020-04-20 08:05:00.0,,0,0,ExactTargetSend,,false,Default Commercial,Default Commercial,false,10032,true,,,2020-04-20,8
4218,291,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 08:46:00.0,2020-04-20 08:47:00.0,2020-04-20 08:47:00.0,,true,MULTIPLE_SEND,New,0,2020-04-20 08:46:40.537,Birthday_Campaign,"Happy Birthday, %%=ProperCase(LegalFirstName)=%%!                                                                                                                                                       ",true,my tracking,,2020-04-20 08:46:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,10019,true,,,2020-04-20,9
4219,542,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 08:49:00.0,2020-04-20 08:50:00.0,2020-04-20 08:50:00.0,,true,,New,0,2020-04-20 08:49:36.523,Test_Purchase_Withdrawn_01_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '481')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 08:49:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,9
4220,701,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 08:54:00.0,2020-04-20 08:55:00.0,2020-04-20 08:55:00.0,,true,,New,0,2020-04-20 08:54:36.65,Purchase_Withdrawn_02_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '483')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 08:54:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,9
4221,702,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-20 08:59:00.0,2020-04-20 09:00:00.0,2020-04-20 09:00:00.0,,true,,New,0,2020-04-20 08:59:37.133,Purchase_Withdrawn_06_Challenger,"[Test]:%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '486')=%%                                                                                                                             ",true,Test Send Emails,,2020-04-20 08:59:00.0,,0,0,ExactTargetSend,,true,Default Commercial,QLMRP,false,,false,,,2020-04-20,9
4339,405,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-21 10:02:00.0,2020-04-21 10:03:00.0,2020-04-21 10:03:00.0,,true,MULTIPLE_SEND,New,0,2020-04-21 10:03:05.42,Auto_Purchase_LoanEstimate_FollowUp,"%%[ var @SUBJECT SET @SUBJECT = Replace(Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '473'), 'FIRSTNAME', CLIENTFIRSTNAME) ]%%%%=v(@SUBJECT)=%%                                              ",true,my tracking,,2020-04-21 10:02:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLMRP,false,10028,true,,,2020-04-21,10
4340,596,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-21 11:03:00.0,2020-04-21 11:04:00.0,2020-04-21 11:04:00.0,,true,MULTIPLE_SEND,New,0,2020-04-21 11:03:40.103,EGL_Mortgage_Process_Survey_CC,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '478')=%%                                                                                                                                    ",true,my tracking,,2020-04-21 11:03:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,10031,true,,,2020-04-21,11
4332,642,100028400,Quicken Loans,marketingcloudadmins@quickenloans.com,2020-04-21 08:04:00.0,2020-04-21 08:05:00.0,2020-04-21 08:05:00.0,,true,MULTIPLE_SEND,New,0,2020-04-21 08:04:39.133,ELCS_A2C_Relocation_Email1,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '97')=%%                                                                                                                                     ",true,my tracking,,2020-04-21 08:04:00.0,,0,0,ExactTargetSend,,false,Default Commercial,Default Commercial,false,10032,true,,,2020-04-21,8
4333,251,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-21 08:17:00.0,2020-04-21 08:18:00.0,2020-04-21 08:18:00.0,,true,MULTIPLE_SEND,New,0,2020-04-21 08:17:55.75,Auto_Folder_Followup,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '471')=%%                                                                                                                                    ",true,my tracking,,2020-04-21 08:17:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLMRP,false,10017,true,,,2020-04-21,9
4334,291,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-21 08:17:00.0,2020-04-21 08:18:00.0,2020-04-21 08:18:00.0,,true,MULTIPLE_SEND,New,0,2020-04-21 08:17:43.233,Birthday_Campaign,"Happy Birthday, %%=ProperCase(LegalFirstName)=%%!                                                                                                                                                       ",true,my tracking,,2020-04-21 08:17:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,10019,true,,,2020-04-21,9
4390,405,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 10:02:00.0,2020-04-22 10:03:00.0,2020-04-22 10:03:00.0,,true,MULTIPLE_SEND,New,0,2020-04-22 10:02:48.413,Auto_Purchase_LoanEstimate_FollowUp,"%%[ var @SUBJECT SET @SUBJECT = Replace(Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '473'), 'FIRSTNAME', CLIENTFIRSTNAME) ]%%%%=v(@SUBJECT)=%%                                              ",true,my tracking,,2020-04-22 10:02:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLMRP,false,10028,true,,,2020-04-22,10
4392,596,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 11:03:00.0,2020-04-22 11:04:00.0,2020-04-22 11:04:00.0,,true,MULTIPLE_SEND,New,0,2020-04-22 11:03:39.393,EGL_Mortgage_Process_Survey_CC,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '478')=%%                                                                                                                                    ",true,my tracking,,2020-04-22 11:03:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,10031,true,,,2020-04-22,11
4395,696,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-22 12:20:00.0,,2020-04-22 12:21:00.0,,true,,New,0,2020-04-22 12:20:47.607,OVE_WrittenInitial_PostVerbal,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '269')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-22 12:20:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,D84C14A5-6531-EA11-A2E7-1402EC8CA2C1,OVE_WrittenInitial_PostVerbal,2020-04-22,13
4396,696,100028400,Quicken Loans,EmploymentVerification@t.QuickenLoans.com,2020-04-22 12:20:00.0,2020-04-22 12:21:00.0,,,true,,New,0,2020-04-22 12:25:51.87,OVE_WrittenInitial_PostVerbal,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', ' ID', '269')=%%                                                                                                                                   ",true,Triggered Sends,,2020-04-22 12:20:00.0,,0,0,ExactTargetSend,,false,Default Transactional,OVE,false,,false,D84C14A5-6531-EA11-A2E7-1402EC8CA2C1,OVE_WrittenInitial_PostVerbal,2020-04-22,13
4398,671,100028400,,QuickenLoans@t.QuickenLoans.com,2020-04-22 12:54:00.0,2020-04-22 12:31:00.0,2020-04-22 12:55:00.0,,true,,New,0,2020-04-22 12:54:43.067,XFILES_SC_PurchANAM1,"%%=Lookup(""ENT.MCO_NS_Email_DefaultVars"",""SUBJECT"",""ID"",""119"")=%%                                                                                                                                       ",true,Triggered Sends,,2020-04-22 12:30:00.0,,0,0,ExactTargetSend,,false,Default Transactional,SCCONN,false,,false,709AD280-B180-EA11-A2EB-1402EC8CA195,XFILES_SC_PurchANAM1,2020-04-22,13
4401,671,100028400,,QuickenLoans@t.QuickenLoans.com,2020-04-22 12:54:00.0,2020-04-22 12:55:00.0,,,true,,New,0,2020-04-22 13:03:03.61,XFILES_SC_PurchANAM1,"%%=Lookup(""ENT.MCO_NS_Email_DefaultVars"",""SUBJECT"",""ID"",""119"")=%%                                                                                                                                       ",true,Triggered Sends,,2020-04-22 12:54:00.0,,0,0,ExactTargetSend,,false,Default Transactional,SCCONN,false,,false,709AD280-B180-EA11-A2EB-1402EC8CA195,XFILES_SC_PurchANAM1,2020-04-22,13
4405,669,100028400,,QuickenLoans@t.QuickenLoans.com,2020-04-22 13:29:00.0,2020-04-22 13:30:00.0,,,true,,New,0,2020-04-22 14:02:52.95,XFILES_SC_BackinProcess_1,"%%=Lookup(""ENT.MCO_NS_Email_DefaultVars"",""SUBJECT"",""ID"",""115"")=%%                                                                                                                                       ",true,Triggered Sends,,2020-04-22 13:29:00.0,,0,0,ExactTargetSend,,false,Default Transactional,SCCONN,false,,false,78C16829-B180-EA11-A2EB-1402EC8CA195,XFILES_SC_BackinProcess_1,2020-04-22,14
4402,669,100028400,,QuickenLoans@t.QuickenLoans.com,2020-04-22 13:29:00.0,2020-04-22 13:24:00.0,2020-04-22 13:30:00.0,,true,,New,0,2020-04-22 13:29:42.507,XFILES_SC_BackinProcess_1,"%%=Lookup(""ENT.MCO_NS_Email_DefaultVars"",""SUBJECT"",""ID"",""115"")=%%                                                                                                                                       ",true,Triggered Sends,,2020-04-22 13:23:00.0,,0,0,ExactTargetSend,,false,Default Transactional,SCCONN,false,,false,78C16829-B180-EA11-A2EB-1402EC8CA195,XFILES_SC_BackinProcess_1,2020-04-22,14
4356,642,100028400,Quicken Loans,marketingcloudadmins@quickenloans.com,2020-04-22 08:03:00.0,2020-04-22 08:04:00.0,2020-04-22 08:04:00.0,,true,MULTIPLE_SEND,New,0,2020-04-22 08:03:39.087,ELCS_A2C_Relocation_Email1,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '97')=%%                                                                                                                                     ",true,my tracking,,2020-04-22 08:03:00.0,,0,0,ExactTargetSend,,false,Default Commercial,Default Commercial,false,10032,true,,,2020-04-22,8
4357,251,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:17:00.0,2020-04-22 08:18:00.0,2020-04-22 08:18:00.0,,true,MULTIPLE_SEND,New,0,2020-04-22 08:17:52.413,Auto_Folder_Followup,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '471')=%%                                                                                                                                    ",true,my tracking,,2020-04-22 08:17:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLMRP,false,10017,true,,,2020-04-22,9
4358,291,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:17:00.0,2020-04-22 08:18:00.0,2020-04-22 08:18:00.0,,true,MULTIPLE_SEND,New,0,2020-04-22 08:17:51.367,Birthday_Campaign,"Happy Birthday, %%=ProperCase(LegalFirstName)=%%!                                                                                                                                                       ",true,my tracking,,2020-04-22 08:17:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,10019,true,,,2020-04-22,9
4359,620,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.453,Purchase_Withdrawn_01,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '444')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,E533F398-A584-EA11-A2EB-1402EC8CA195,1308,2020-04-22,9
4360,704,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_01_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '481')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,E833F398-A584-EA11-A2EB-1402EC8CA195,1309,2020-04-22,9
4361,644,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_02,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '446')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,F233F398-A584-EA11-A2EB-1402EC8CA195,1310,2020-04-22,9
4362,701,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_02_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '483')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,F433F398-A584-EA11-A2EB-1402EC8CA195,1311,2020-04-22,9
4363,645,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purch_Withdrawn_03_HS,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '450')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,F733F398-A584-EA11-A2EB-1402EC8CA195,1312,2020-04-22,9
4364,656,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purch_Withdrawn_03_Agent,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '449')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,F833F398-A584-EA11-A2EB-1402EC8CA195,1313,2020-04-22,9
4365,682,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_04_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '484')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,FC33F398-A584-EA11-A2EB-1402EC8CA195,1314,2020-04-22,9
4366,694,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_05_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '485')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,3A861D9F-A584-EA11-A2EB-1402EC8CA195,1315,2020-04-22,9
4367,702,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_06_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '486')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,3B861D9F-A584-EA11-A2EB-1402EC8CA195,1316,2020-04-22,9
4368,675,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:29:00.0,2020-04-22 08:30:00.0,,,true,,New,0,2020-04-22 08:29:42.437,Purchase_Withdrawn_06,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '445')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:29:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,3C861D9F-A584-EA11-A2EB-1402EC8CA195,1317,2020-04-22,9
4369,620,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:40:00.0,,2020-04-22 08:41:00.0,,true,,New,0,2020-04-22 08:40:45.983,Purchase_Withdrawn_01,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '444')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:39:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,E7FD760C-A784-EA11-A2EB-1402EC8CA195,1318,2020-04-22,9
4370,704,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:40:00.0,,2020-04-22 08:41:00.0,,true,,New,0,2020-04-22 08:40:45.983,Purchase_Withdrawn_01_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '481')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:39:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,EAFD760C-A784-EA11-A2EB-1402EC8CA195,1319,2020-04-22,9
4371,644,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:40:00.0,,2020-04-22 08:41:00.0,,true,,New,0,2020-04-22 08:40:46.0,Purchase_Withdrawn_02,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '446')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:40:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,08C29712-A784-EA11-A2EB-1402EC8CA195,1320,2020-04-22,9
4372,701,100028400,Quicken Loans,QuickenLoans@e.QuickenLoans.com,2020-04-22 08:40:00.0,,2020-04-22 08:41:00.0,,true,,New,0,2020-04-22 08:40:46.017,Purchase_Withdrawn_02_Challenger,"%%=Lookup('ENT.MCO_NS_Email_DefaultVars', 'SUBJECT', 'ID', '483')=%%                                                                                                                                    ",true,dba994d1-90bd-4435-804a-b16b0cf84b7f_V1,,2020-04-22 08:40:00.0,,0,0,ExactTargetSend,,false,Default Commercial,QLHP,false,,false,09C29712-A784-EA11-A2EB-1402EC8CA195,1321,2020-04-22,9
